;index;title;subtitle;description;image;keywords;syno_s;syno_m;syno_l;category;channel;language;release_date;duration_min;topic;image_l;image_xl;cleaned_syno_l;k_means
1355;1355;Ireland's Rugby Number 10;None;The story of Ireland’s rugby number 10 jersey and players who have worn it.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bkm34k.jpg;BBC, iPlayer, TV, Irelands Rugby Number 10;The story of Ireland’s rugby number 10 jersey and players who have worn it.;This is the story of Ireland’s rugby number 10 jersey as told by some of the international players who have proudly worn the iconic shirt.;"The rugby number 10 is an iconic jersey and the players who have worn it have produced some of Irish rugby’s most famous sporting moments. 

The number 10 in rugby is arguably the most important player on the pitch. They are the master tactician and the playmaker, the goal kicker and the person who calls the shots. The number 10 shirt carries responsibility, respect and a sense of prestige and the pressure is intense both on and off the pitch. It’s the Irish fascination with the selection of who should wear the number 10 shirt which has produced great debate across the decades and created some of the most intense rivalries in world sport, such as that between Ollie Campbell and Tony Ward or Ronan O’Gara and David Humphreys. 

As the shirt is passed from one player to another and one generation to the next, we explore some of Ireland’s best ever number 10s, examine why the iconic shirt is so important and reflect on many of the most memorable moments in Irish rugby history. This is a fascinating story of Irish rugby, as told by some of Ireland’s greatest international players who have proudly worn the iconic number 10 shirt.
";Sport;BBC ONE NORTHERN IRELAND;False;2022;59;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p0bkm34k.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bkm34k.jpg;rugby number 10 iconic jersey player worn produced irish rugby ’ famous sporting moment number 10 rugby arguably important player pitch master tactician playmaker goal kicker person call shot number 10 shirt carry responsibility respect sense prestige pressure intense pitch ’ irish fascination selection wear number 10 shirt produced great debate across decade created intense rivalry world sport ollie campbell tony ward ronan ’ gara david humphreys shirt passed one player another one generation next explore ireland ’ best ever number 10 examine iconic shirt important reflect many memorable moment irish rugby history fascinating story irish rugby told ireland ’ greatest international player proudly worn iconic number 10 shirt;5
1356;1356;The Merthyr Mermaid;None;"Documentary following ice swimmer Cath Pendleton and her dream to swim in Antarctica.
";https://ichef.bbci.co.uk/images/ic/{recipe}/p09r8xv0.jpg;BBC, iPlayer, TV, The Merthyr Mermaid;"Documentary following ice swimmer Cath Pendleton and her dream to swim in Antarctica.
";"Documentary following ice swimmer Cath Pendleton and her dream to swim a mile in the coldest continent on the planet - Antarctica.
";"Documentary following ice swimmer Cath Pendleton and her dream to swim a mile in the coldest continent on the planet - Antarctica.
";Sport;BBC ONE WALES;False;2020;30;sports;https://ichef.bbci.co.uk/images/ic/352x198/p09r8xv0.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09r8xv0.jpg;documentary following ice swimmer cath pendleton dream swim mile coldest continent planet antarctica;8
1357;1357;Squash -  Scottish Open 2021;None;Coverage of the Squash Scottish Open - Live from The Inverness Tennis & Squash Club.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09wn97f.jpg;BBC, iPlayer, TV, Squash -  Scottish Open 2021;Coverage of the Squash Scottish Open - Live from The Inverness Tennis & Squash Club.;Coverage of the Squash Scottish Open - Live from The Inverness Tennis & Squash Club.;Coverage of the Squash Scottish Open - Live from The Inverness Tennis & Squash Club.;Sport;BBC SPORT;False;2021;241;sports;https://ichef.bbci.co.uk/images/ic/352x198/p09wn97f.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09wn97f.jpg;coverage squash scottish open live inverness tennis squash club;15
1358;1358;The Adventure Show;2021/2022: Episode 4;Amy Irons spends a night under canvas on her bikepacking trip.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bgj8xn.jpg;BBC, iPlayer, TV, The Adventure Show, 2021/2022: Episode 4;Amy Irons spends a night under canvas on her bikepacking trip.;Amy Irons spends a night under canvas on her bikepacking trip and discovers just how unpredictable the Scottish weather can be.;"Amy Irons spends a night under canvas on her bikepacking trip and discovers just how unpredictable the Scottish weather can be. A perfect starlit evening turns into a stormy morning and provides an exciting finale to her trip with expert Markus Stitz.

In Tweedbank, Patrick Winterton drops in on a local initiative that is giving new life to old bikes, and Duncan McCallum joins some of the top riders for the final races of the 2021 Enduro World Series. Meanwhile, Lauren MacCallum meets members of a local orienteering club to experience the thrill of night-time navigation.

And, travelling to the coast, we discover how Libby Penman made the transition from extreme sports to environmental film-maker, and she explains how our oceans can help prevent climate change.";Sport;BBC SCOTLAND;False;2022;28;sports;https://ichef.bbci.co.uk/images/ic/352x198/p0bgj8xn.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bgj8xn.jpg;amy iron spends night canvas bikepacking trip discovers unpredictable scottish weather perfect starlit evening turn stormy morning provides exciting finale trip expert markus stitz tweedbank patrick winterton drop local initiative giving new life old bike duncan mccallum join top rider final race 2021 enduro world series meanwhile lauren maccallum meet member local orienteering club experience thrill nighttime navigation travelling coast discover libby penman made transition extreme sport environmental filmmaker explains ocean help prevent climate change;18
1359;1359;Undisputed: The Life and Times of Ken Buchanan;None;The story of Ken Buchanan, arguably Scotland’s greatest world champion boxer.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09tyv87.jpg;BBC, iPlayer, TV, Undisputed: The Life and Times of Ken Buchanan;The story of Ken Buchanan, arguably Scotland’s greatest world champion boxer.;Documentary telling the story of Ken Buchanan, arguably Scotland’s greatest world champion boxer. Winning was all to Ken - but how do champions cope with realising they are no longer at the top?;"Ken Buchanan was arguably Scotland’s greatest world champion boxer. He took the lightweight title against the odds in the sweltering heat of Puerto Rico, and remained world champion until a bruising and controversial bout with the mighty Roberto Duran at Madison Square Garden.

Winning was all to Ken, who set out young with the aim of being the best in the world - but how do champions cope with defeat and the pain of no longer being at the top?

This documentary tells the story of a career filled with ups and downs, wins and losses. Boxers Alex Arthur, Josh Taylor and Ray 'Boom Boom' Mancini pay tribute to a man who remains a Scottish sporting legend.";Sport;BBC SCOTLAND;False;2021;58;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p09tyv87.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09tyv87.jpg;ken buchanan arguably scotland ’ greatest world champion boxer took lightweight title odds sweltering heat puerto rico remained world champion bruising controversial bout mighty roberto duran madison square garden winning ken set young aim best world champion cope defeat pain longer top documentary tell story career filled ups down win loss boxer alex arthur josh taylor ray boom boom mancini pay tribute man remains scottish sporting legend;11
1360;1360;Match of the Day 2;2021/22: 20/02/2022;Mark Chapman introduces highlights of Leeds v Manchester United and Wolves v Leicester.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bq9ls9.jpg;BBC, iPlayer, TV, Match of the Day 2, 2021/22: 20/02/2022;Mark Chapman introduces highlights of Leeds v Manchester United and Wolves v Leicester.;Mark Chapman introduces the best of the action from the day’s two Premier League fixtures: Leeds v Manchester United and Wolves v Leicester.;"Mark Chapman introduces the best of the action from the day’s two Premier League fixtures, featuring the blockbuster contest between Leeds United and Manchester United at Elland Road.

Leeds have not beaten their bitter rivals at home since a 1-0 Premier League victory 20 years ago, with this exact fixture ending goalless last season. Manchester United, however, have dominated the other two meetings since Leeds’ return to the top flight, winning both games at Old Trafford by an aggregate score of 11-3. 

You can also catch up on all of the goals and talking points from Wolves against Leicester City.";Sport;BBC ONE;False;2022;59;sports;https://ichef.bbci.co.uk/images/ic/352x198/p0bq9ls9.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bq9ls9.jpg;mark chapman introduces best action day ’ two premier league fixture featuring blockbuster contest leeds united manchester united elland road leeds beaten bitter rival home since 10 premier league victory 20 year ago exact fixture ending goalless last season manchester united however dominated two meeting since leeds ’ return top flight winning game old trafford aggregate score 113 also catch goal talking point wolf leicester city;0
1361;1361;In Tandem: The Neil Fachie Story;None;A profile of Scotland’s most decorated track cyclist, Neil Fachie.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09sfzfj.jpg;BBC, iPlayer, TV, In Tandem: The Neil Fachie Story;A profile of Scotland’s most decorated track cyclist, Neil Fachie.;A profile of Scotland’s most decorated track cyclist, Neil Fachie, who has overcome near-total blindness to set records on the tandem at the Paralympics, Commonwealth Games and World Championships.;"A quiet, unassuming figure, Neil Fachie is a multiple world title winner, a Paralympic gold medallist and a Commonwealth champion. Along with multiple pilots on his tandem bike, he has broken world records in track events since joining UK Cycling in 2009. His achievements in the velodrome are all the more remarkable when you discover that he is  almost completely blind.

However, cycling hasn’t always dominated Neil’s career. Born in Bridge of Don, he developed a passion for athletics as a child, and in 2008, he travelled to Beijing to compete as a sprinter in the 100m and 200m but returned home with nothing. He then discovered that his funding had been removed, and a period of depression and self-doubt followed. But then a chance encounter at the Manchester velodrome led to his inclusion in the UK Cycling squad, and he has never looked back.

Since then, he has conquered his sport with achievements that are unparalleled in world cycling, including Paralympic gold at London 2012 and Commonwealth gold at Glasgow 2014. He has also become a motivational coach.

Featuring interviews with Neil, his family and the pilots he has competed alongside, including Olympians Craig MacLean and Sir Chris Hoy, this is the emotional story of a Scottish sporting legend.";Sport;BBC SCOTLAND;False;2021;58;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p09sfzfj.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09sfzfj.jpg;quiet unassuming figure neil fachie multiple world title winner paralympic gold medallist commonwealth champion along multiple pilot tandem bike broken world record track event since joining uk cycling 2009 achievement velodrome remarkable discover almost completely blind however cycling ’ always dominated neil ’ career born bridge developed passion athletics child 2008 travelled beijing compete sprinter 100m 200m returned home nothing discovered funding removed period depression selfdoubt followed chance encounter manchester velodrome led inclusion uk cycling squad never looked back since conquered sport achievement unparalleled world cycling including paralympic gold london 2012 commonwealth gold glasgow 2014 also become motivational coach featuring interview neil family pilot competed alongside including olympian craig maclean sir chris hoy emotional story scottish sporting legend;11
1362;1362;The Football News Show;24/02/2022;What next for Antonio Conte and Tottenham as his side suffer another defeat?;https://ichef.bbci.co.uk/images/ic/{recipe}/p0br0vst.jpg;BBC, iPlayer, TV, The Football News Show, 24/02/2022;What next for Antonio Conte and Tottenham as his side suffer another defeat?;What next for Antonio Conte and Tottenham as his side suffer another defeat?;What next for Antonio Conte and Tottenham as his side suffer another defeat?;Sport;BBC SPORT;False;2022;11;sports;https://ichef.bbci.co.uk/images/ic/352x198/p0br0vst.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0br0vst.jpg;next antonio conte tottenham side suffer another defeat;11
1363;1363;Scottish Women's Premier League 2021-22;Celtic v Hearts;Live coverage as Fran Alonso's Celtic take on Eva Olid's Hearts in the SWPL.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bpzlx7.jpg;BBC, iPlayer, TV, Scottish Womens Premier League 2021-22, Celtic v Hearts;Live coverage as Fran Alonso's Celtic take on Eva Olid's Hearts in the SWPL.;Live coverage as Fran Alonso's Celtic take on Eva Olid's Hearts in the SWPL.;Live coverage as Fran Alonso's Celtic take on Eva Olid's Hearts in the SWPL.;Sport;BBC SPORT;False;2022;135;sports;https://ichef.bbci.co.uk/images/ic/352x198/p0bpzlx7.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpzlx7.jpg;live coverage fran alonso celtic take eva olids heart swpl;15
1364;1364;The FA Cup;2021/22: Fourth-Round Highlights - Sunday;Manish Bhasin introduces highlights as six more teams attempted to make the fifth round.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bmr1fl.jpg;BBC, iPlayer, TV, The FA Cup, 2021/22: Fourth-Round Highlights - Sunday;Manish Bhasin introduces highlights as six more teams attempted to make the fifth round.;Manish Bhasin introduces all of the drama, goals and talking points from football’s favourite cup competition as six more teams attempted to make the fifth round.;"Catch up on all of the drama, goals and talking points from football’s favourite cup competition as six more teams attempted to make the fifth round. 

In the pick of today’s ties, Championship Nottingham Forest were aiming to follow up their giant-killing of Arsenal in round three by knocking out champions Leicester City, while Liverpool hosted first-tier strugglers Cardiff City and non-league Boreham Wood travelled to promotion-chasing Bournemouth.

Manish Bhasin presents.";Sport;BBC SPORT;False;2022;49;sports;https://ichef.bbci.co.uk/images/ic/352x198/p0bmr1fl.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bmr1fl.jpg;catch drama goal talking point football ’ favourite cup competition six team attempted make fifth round pick today ’ tie championship nottingham forest aiming follow giantkilling arsenal round three knocking champion leicester city liverpool hosted firsttier struggler cardiff city nonleague boreham wood travelled promotionchasing bournemouth manish bhasin present;5
1365;1365;GAA Live;Armagh v Monaghan;Live coverage of the Division One GAA football match between Armagh & Monaghan.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bmxyld.jpg;BBC, iPlayer, TV, GAA Live, Armagh v Monaghan;Live coverage of the Division One GAA football match between Armagh & Monaghan.;Live coverage of the Division One GAA football match between Armagh & Monaghan.;Live coverage of the Division One GAA football match between Armagh & Monaghan.;Sport;BBC SPORT;False;2022;108;sports;https://ichef.bbci.co.uk/images/ic/352x198/p0bmxyld.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bmxyld.jpg;live coverage division one gaa football match armagh monaghan;15
1366;1366;Walter: A Life in Football;None;A tribute to one of the most successful managers in Scottish football, Walter Smith.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bcdx6m.jpg;BBC, iPlayer, TV, Walter: A Life in Football;A tribute to one of the most successful managers in Scottish football, Walter Smith.;Documentary paying tribute to one of the most successful managers in the history of Scottish football, Walter Smith. ;"Documentary paying tribute to one of the most successful managers in the history of Scottish football, Walter Smith.

A winner as manager for Rangers and Scotland, Walter Smith was a man whose character won respect across the hard tribal lines of our national game. Featuring rare archive, and told with interview contributions from the people who knew him best and who worked with him throughout his long and varied career, the programme explores the numerous successes at Rangers, his experiences as a manager when he headed south to Everton in the English Premiership, his leadership of the Scotland national men’s team and his sensational return to Rangers in 2007. 

Walter: A Life in Football follows the highs and lows of Smith’s career, exploring the characteristics that made players, fellow managers and supporters venerate him. He was genuinely loved and revered by many, including titans of the game such as Pep Guardiola and Sir Alex Ferguson. 
";Sport;BBC ONE SCOTLAND;Contains some strong language.;2021;59;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p0bcdx6m.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bcdx6m.jpg;documentary paying tribute one successful manager history scottish football walter smith winner manager ranger scotland walter smith man whose character respect across hard tribal line national game featuring rare archive told interview contribution people knew best worked throughout long varied career programme explores numerous success ranger experience manager headed south everton english premiership leadership scotland national men ’ team sensational return ranger 2007 walter life football follows high low smith ’ career exploring characteristic made player fellow manager supporter venerate genuinely loved revered many including titan game pep guardiola sir alex ferguson;1
1367;1367;Mavericks: Sport's Lost Heroes;Series 1: 3. Bomber: Newport's Rocky;The story of David Pearce, a steel worker from south Wales who aimed to be world champion.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07lg8ys.jpg;BBC, iPlayer, TV, Mavericks: Sports Lost Heroes, Series 1: 3. Bomber: Newports Rocky;The story of David Pearce, a steel worker from south Wales who aimed to be world champion.;The journey to make it to the top of boxing is never easy. In the early 80s, David Pearce, a steel worker from south Wales, had his sights set on becoming a world champion.;The journey to make it to the top of boxing is never easy. In the early 80s, David Pearce, a steel worker from south Wales, had his sights set on becoming a world champion. But of all his fights, it would be one outside the ring which would be his biggest battle.;Sport;BBC ONE WALES;False;2019;33;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p07lg8ys.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p07lg8ys.jpg;journey make top boxing never easy early 80 david pearce steel worker south wale sight set becoming world champion fight would one outside ring would biggest battle;11
1368;1368;Football, Racism and Social Media;None;Nesta McGregor looks into racist abuse in football and on social media.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09j78yt.jpg;BBC, iPlayer, TV, Football, Racism and Social Media;Nesta McGregor looks into racist abuse in football and on social media.;Nesta McGregor speaks to victims, social media companies and those charged with cleaning up football. Why is the abuse happening and what can be done to stop it?;"For four days, the footballing world, with support from across sport, used its voice - by staying silent on social media. The boycott was the latest attempt at tackling the racist abuse suffered by black and Asian players. Yet even those at the centre of the campaign conceded little would change as a result.

Nesta McGregor speaks to victims, social media companies and those charged with cleaning up the sport.  Why is the abuse happening, what can be done to stop it and what are the consequences?";Sport;BBC NEWS24;False;2021;28;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p09j78yt.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09j78yt.jpg;four day footballing world support across sport used voice staying silent social medium boycott latest attempt tackling racist abuse suffered black asian player yet even centre campaign conceded little would change result nesta mcgregor speaks victim social medium company charged cleaning sport abuse happening done stop consequence;11
1369;1369;France '98 - The Three Musketeers;None;The contrasting fortunes of David Beckham, Zinedine Zidane and Ronaldo at France '98.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08hc6rh.jpg;BBC, iPlayer, TV, France 98 - The Three Musketeers;The contrasting fortunes of David Beckham, Zinedine Zidane and Ronaldo at France '98.;Documentary tracing the contrasting fortunes of David Beckham, Zinedine Zidane and Ronaldo at the 1998 World Cup.;"Documentary tracing the contrasting fortunes of David Beckham, Zinedine Zidane and Ronaldo - who would later find themselves playing together at Real Madrid - at the 1998 World Cup.

Featuring interviews with Michael Owen, Gareth Southgate, Gary Neville, Juan Sebastian Veron, Manu Petit, Christian Karembeu, Youri Djorkaeff and Edmundo.";Sport;BBC ONE;False;2020;44;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p08hc6rh.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p08hc6rh.jpg;documentary tracing contrasting fortune david beckham zinedine zidane ronaldo would later find playing together real madrid 1998 world cup featuring interview michael owen gareth southgate gary neville juan sebastian veron manu petit christian karembeu youri djorkaeff edmundo;7
1370;1370;Winter Olympics;Day 16: Today at the Games;Highlights include the women’s curling, men’s ice hockey and four-man bobsleigh.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0bkx53y.jpg;BBC, iPlayer, TV, Winter Olympics, Day 16: Today at the Games;Highlights include the women’s curling, men’s ice hockey and four-man bobsleigh.;Clare Balding and guests look back at the highlights from the final day of competition, with gold medals at stake in the women’s curling, men’s ice hockey and four-man bobsleigh.;Clare Balding and guests look back at the highlights from the final day of competition, with gold medals at stake in the women’s curling, men’s ice hockey and four-man bobsleigh.;Sport;BBC SPORT;False;2022;59;sports;https://ichef.bbci.co.uk/images/ic/352x198/p0bkx53y.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0bkx53y.jpg;clare balding guest look back highlight final day competition gold medal stake woman ’ curling men ’ ice hockey fourman bobsleigh;11
1371;1371;Golf: Mun Cuairt Alba;Series 1: Episode 6;The story of golf at Askernish and Keil Beveridge gives us his top playing tip.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b3f800.jpg;BBC, iPlayer, TV, Golf: Mun Cuairt Alba, Series 1: Episode 6;The story of golf at Askernish and Keil Beveridge gives us his top playing tip.;The story of golf at Askernish in South Uist and professional coach Keil Beveridge gives us his weekly top playing tip.;"Le còrr air 550 raon-goilf tha Alba cliùiteach mar dhachaigh ghoilf.  Tha an sreath 6-pàirt seo a’ gabhail turas air feadh na dùthcha gu na cùrsaichean ainmeil agus na seudan àlainn nach eil cho iomraiteach, a’ fosgladh ar sùilean gu goilf.  Cluinnidh sinn bho ghoilfearan sean is òg, fireann is boireann, goilfearan dall is goilfearan ciorramach, agus bho chuid a bhios a' cosnadh beòshlaint à goilf. 

An t-seachdain-sa, gabhaidh sinn sgrìob-adhair mu chuairt taghadh de raointean-goilf anns na h- Eileanan an Iar, cluinnidh sinn mu eachdraidh Aisgeirnis ann an Uibhist a Deas, tha Stuart Griffin is Hugh Ross a’ cluich goilf le aon ghàirdean agus cluinnidh sinn an sgeòil aig Club Goilf Shruighlea. Agus tha coidse proifeiseanta Keil Beveridge a’ toirt seachad comhairle na seachdaine airson dòigh-cluiche.

Scotland has over 550 golf courses and is regarded worldwide as the home of golf. This six-part series takes us on a journey around the country to explore some of the well-known courses as well as some of its hidden gems, and opens the door to golf.  We hear from golfers young and old, male and female, blind golfers and disabled golfers, and from those who make their living working in golf, plus we capture a few tips from the professionals along the way.

In this episode, we take an aerial journey around a selection of golf courses in the Western Isles. We learn the story of the historic golf course at Askernish in South Uist. Stuart Griffin and Hugh Ross are one-armed golfers who compete internationally, we catch up with them playing at Stirling Golf Club. And professional coach Keil Beveridge demonstrates his weekly top playing tip.

In Gaelic with English subtitles";Sport;BBC ALBA;False;2021;29;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p0b3f800.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0b3f800.jpg;le còrr air 550 raongoilf tha alba cliùiteach mar dhachaigh ghoilf tha sreath 6pàirt seo ’ gabhail turas air feadh na dùthcha gu na cùrsaichean ainmeil agus na seudan àlainn nach eil cho iomraiteach ’ fosgladh ar sùilean gu goilf cluinnidh sinn bho ghoilfearan sean òg fireann boireann goilfearan dall goilfearan ciorramach agus bho chuid bhios cosnadh beòshlaint à goilf tseachdainsa gabhaidh sinn sgrìobadhair mu chuairt taghadh de raointeangoilf anns na h eileanan iar cluinnidh sinn mu eachdraidh aisgeirnis ann uibhist dea tha stuart griffin hugh ross ’ cluich goilf le aon ghàirdean agus cluinnidh sinn sgeòil aig club goilf shruighlea agus tha coidse proifeiseanta keil beveridge ’ toirt seachad comhairle na seachdaine airson dòighcluiche scotland 550 golf course regarded worldwide home golf sixpart series take u journey around country explore wellknown course well hidden gem open door golf hear golfer young old male female blind golfer disabled golfer make living working golf plus capture tip professional along way episode take aerial journey around selection golf course western isle learn story historic golf course askernish south uist stuart griffin hugh ross onearmed golfer compete internationally catch playing stirling golf club professional coach keil beveridge demonstrates weekly top playing tip gaelic english subtitle;6
1372;1372;NIFL Premiership Highlights;2021/2022: 21/02/2022;Nicola McCarthy presents highlights from the Irish Premiership.;https://ichef.bbci.co.uk/images/ic/{recipe}/p07k9f0t.jpg;BBC, iPlayer, TV, NIFL Premiership Highlights, 2021/2022: 21/02/2022;Nicola McCarthy presents highlights from the Irish Premiership.;Nicola McCarthy presents highlights from the Irish Premiership.;Nicola McCarthy presents highlights from the Irish Premiership.;Sport;BBC SPORT;False;2022;29;sports;https://ichef.bbci.co.uk/images/ic/352x198/p07k9f0t.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p07k9f0t.jpg;nicola mccarthy present highlight irish premiership;11
1373;1373;Hoop Dreams;None;The remarkable true story of two American dreamers and their incredible opportunity.;https://ichef.bbci.co.uk/images/ic/{recipe}/p091qzmv.jpg;BBC, iPlayer, TV, Hoop Dreams;The remarkable true story of two American dreamers and their incredible opportunity.;The remarkable true story of two American dreamers plucked from poverty and given the opportunity to attend a prep school and play for a legendary high school basketball coach.;"Marking the 25th anniversary of the film's first broadcast on the BBC, Storyville presents the Oscar-nominated feature documentary and one of the most widely discussed and well-received documentaries of the decade. 

Hoop Dreams chronicles the universal process of growing up, coming of age, the love and conflict between fathers and sons, brothers, best friends and spouses. Hoop Dreams tells the remarkable true story of two American dreamers plucked from poverty and given the opportunity to attend a suburban prep school and play for a legendary high school basketball coach. These two young men soon discover how easily their dreams of basketball glory can become obscured amid the intense pressures of academics, family life, economics and athletic competitiveness. But in the end, both boys fight to remain focused on their dream, no matter how hard tragedy strikes or how desperate their situation becomes.";Sport;BBC WEBONLY;Contains very strong language.;2020;167;sports, documentaries;https://ichef.bbci.co.uk/images/ic/352x198/p091qzmv.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p091qzmv.jpg;marking 25th anniversary film first broadcast bbc storyville present oscarnominated feature documentary one widely discussed wellreceived documentary decade hoop dream chronicle universal process growing coming age love conflict father son brother best friend spouse hoop dream tell remarkable true story two american dreamer plucked poverty given opportunity attend suburban prep school play legendary high school basketball coach two young men soon discover easily dream basketball glory become obscured amid intense pressure academic family life economics athletic competitiveness end boy fight remain focused dream matter hard tragedy strike desperate situation becomes;16
1374;1374;The A Word;Series 3: Episode 6;Rebecca and Joe fall into a crisis. Can Joe help his sister when she needs him most?;https://ichef.bbci.co.uk/images/ic/{recipe}/p08bz81f.jpg;BBC, iPlayer, TV, The A Word, Series 3: Episode 6;Rebecca and Joe fall into a crisis. Can Joe help his sister when she needs him most?;When Rebecca goes into labour, it falls to Joe to help his sister. Alison makes a decision about Ben, Paul makes Mark an offer, and Maurice has a big question for Louise.;When Rebecca goes into labour, it falls to Joe to help his sister. Alison makes a decision about Ben, Paul makes Mark an offer, and Maurice has a big question for Louise.;Drama;BBC ONE;False;2020;57;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p08bz81f.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p08bz81f.jpg;rebecca go labour fall joe help sister alison make decision ben paul make mark offer maurice big question louise;13
1375;1375;His Dark Materials;Series 2: 7. Æsahættr;As all paths converge on Cittàgazze, Will and Lyra’s lives are changed forever.;https://ichef.bbci.co.uk/images/ic/{recipe}/p08xh7b9.jpg;BBC, iPlayer, TV, His Dark Materials, Series 2: 7. Æsahættr;As all paths converge on Cittàgazze, Will and Lyra’s lives are changed forever.;As all paths converge on Cittàgazze, Lee is determined to fulfil his quest, whatever the cost. Mrs Coulter’s question is answered, and Will takes on his father’s mantle.;"As all paths converge on Cittàgazze, the mission to find Will’s father becomes more pressing.

Having survived the balloon crash, Jopari and Lee try to locate the knife bearer, but the Magisterium are in close pursuit.

Ruta updates Serafina on Asriel’s plans, but Serafina insists her duty is to Lyra. Mary consults the I Ching on her task after bidding goodbye to Angelica and Paola.";Fantasy;BBC ONE;False;2020;48;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p08xh7b9.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p08xh7b9.jpg;path converge cittàgazze mission find ’ father becomes pressing survived balloon crash jopari lee try locate knife bearer magisterium close pursuit ruta update serafina asriel ’ plan serafina insists duty lyra mary consults ching task bidding goodbye angelica paola;7
1376;1376;Paris Police 1900;Series 1: Episode 8;Guérin and his men remain holed up in their headquarters.;https://ichef.bbci.co.uk/images/ic/{recipe}/p09xvz5n.jpg;BBC, iPlayer, TV, Paris Police 1900, Series 1: Episode 8;Guérin and his men remain holed up in their headquarters.;French period crime drama. Guérin and his men remain holed up in their headquarters, but inclement weather disperses their supporters in the streets.;"Guérin and his men remain holed up in their HQ, but inclement weather disperses their supporters in the streets. An exhausted Fiersi is caught by Puybaraud's men and is persuaded to undertake one final commission for his boss.

In French with English subtitles.";Crime Drama;BBC FOUR;Contains some violence and some upsetting scenes.;2021;58;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p09xvz5n.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p09xvz5n.jpg;guérin men remain holed hq inclement weather disperses supporter street exhausted fiersi caught puybarauds men persuaded undertake one final commission bos french english subtitle;11
1377;1377;In My Skin;Series 2: Episode 5;Bethan helps her mother change her life.;https://ichef.bbci.co.uk/images/ic/{recipe}/p0b2kmyt.jpg;BBC, iPlayer, TV, In My Skin, Series 2: Episode 5;Bethan helps her mother change her life.;Bethan helps her mother change her life but finds herself in danger of repeating the same patterns. Will she break free?;Bethan helps her mother Trina change her life but finds herself suffering as a result. Now having graduated from school, Bethan still can’t find the courage to be honest with her friends Travis and Lydia. Instead she retreats into a lifestyle that is safe but threatens her own mental health. Can she break free?;Comedy Drama;BBC THREE;Contains strong language.;2021;42;drama-and-soaps;https://ichef.bbci.co.uk/images/ic/352x198/p0b2kmyt.jpg;https://ichef.bbci.co.uk/images/ic/1200x675/p0b2kmyt.jpg;bethan help mother trina change life find suffering result graduated school bethan still ’ find courage honest friend travis lydia instead retreat lifestyle safe threatens mental health break free;16
